k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12;k13;k14;k15;k16;k17;k18;k19;k20;k21;k22;k23;k24;k25
EA9B0401;FFFFFFFFFB9FE301;FFFFFFFF8621C401;8F789501;C43F4F01;29373601;FFFFFFFF5691F901;FFFFFFFFD98973C1;48E79601;FFFFFFFF9CA39801;1A916601;FFFFFFFFA0955201;FFFFFFFF827FE401;9AF1DC01;FFFFFFFF6D121B01;FFFFFFFFE3522E41;5CFD6E01;FFFFFFFFB496D201;6BD57601;ECBD601;AAB01401;FFFFFFFFDEF88A01;17478801;FFFFFFFF8F867801;FFFFFFFFF7F46001
FFFFFFFFE658BA41;9164401;FFFFFFFF5AC5A401;801F601;28C68E01;FFFFFFFFFD383A01;205B0E01;FFFFFFFFD65A4601;FFFFFFFF91E91401;FFFFFFFFB77BE201;AC359E01;FFFFFFFFE4062C01;FFFFFFFFCB1F3B01;FFFFFFFFBB592201;FFFFFFFFABED8C01;C334EC01;FFFFFFFFE645B7C1;8ADB8D01;FFFFFFFFCB485E01;FFFFFFFFB3B3A401;D04D5601;FFFFFFFF9FE55001;FFFFFFFFB5A63301;8748E101;41CC1401
FFFFFFFFDAF77801;A76C801;FFFFFFFFF3DF2901;FFFFFFFF409B2401;FFFFFFFFE88CE201;FFFFFFFF68BAB601;BD6F801;4C3B4501;FFFFFFFFA0B2EE01;ADAA2E01;D4278F01;FFFFFFFF9D1D7C01;3AC83E01;51055A01;FFFFFFFFC440A401;70DB6401;C2F62501;FFFFFFFF80285E01;FFFFFFFFE437E201;FFFFFFFFF5233E41;FFFFFFFFC4D58001;5DA50B01;FFFFFFFFD8296E01;CEA7201;64ACCA01
FFFFFFFFCDF40C01;E69AE01;28BEA01;3D5E7601;C1D56401;1F890201;14BC4401;F0777401;1C758F01;26858001;FFFFFFFF87785201;6E29FE01;FFFFFFFFFF55EC01;D0111D01;FFFFFFFFA8B79401;203CD801;FFFFFFFF71C57801;FFFFFFFFD6424E01;1ACFBE01;FFFFFFFF5216FD01;18112001;933CA801;FFFFFFFF6F685C01;FFFFFFFFC308E5C1;644C4001
FFFFFFFFB166A201;125E1C01;2ECD3C01;48203201;FFFFFFFFB41C2001;4A2DB401;99C6401;FFFFFFFFB8764201;FFFFFFFF52BC8801;2DB1A501;56BF3A01;FFFFFFFF6A781901;73DE6101;29B58201;FFFFFFFFA040E401;FFFFFFFF7FC0E701;F507A801;10B34401;FFFFFFFF99C3E801;FFFFFFFFD9142E41;E09E001;FFFFFFFFC3609201;1A36B901;FFFFFFFF510BF501;7C2D3D01
F975CE01;FFFFFFFF0E1FE801;FFFFFFFF84507201;9E21C901;45E2C601;4A5EA01;3DF3D101;FFFFFFFF88F4F801;9B52C101;FFFFFFFF722E9C01;64656801;FFFFFFFF88876001;40203201;DFF70A01;FFFFFFFF7870B901;712B2001;FFFFFFFF9FFF9401;8C612D01;B5F2201;FFFFFFFFCA44A601;FFFFFFFFA0F6C001;5E15FF01;5B899E01;9D63D001;FFFFFFFFE3331641
97FEC01;43458E01;44343A01;3AA0E701;FFFFFFFFFEBEE801;E78EED01;FFFFFFFF9773CC01;EA2BF301;FFFFFFFFB1D15C01;FFFFFFFFE614A401;FFFFFFFFB5F68E01;FFFFFFFF90D1E401;FFFFFFFFF4CFD401;3BF11C01;FFFFFFFF9168E001;936EC901;6E03A401;12E34A01;FFFFFFFF5DD74001;D27B6D01;839BD801;83C1D201;FFFFFFFFADB13401;FFFFFFFF98520801;FFFFFFFF7F8F7C01
FFFFFFFF1B7A0501;36009A01;FFFFFFFF3C6A8B01;27A15001;FFFFFFFFBDF9D401;FFFFFFFFB6E7B401;DD9E9701;FFFFFFFFF74C5BC1;FFFFFFFF57523601;14252601;FFFFFFFFA2561F01;FFFFFFFF1FE5F401;5944F201;13F0E601;FFFFFFFFE166E201;FFFFFFFF3A7D7501;53E34701;D30F2501;1FC39001;FFFFFFFFE3251241;7BF7F401;FFFFFFFF7212EA01;4F99FE01;1DD05801;FFFFFFFF11379801
FFFFFFFFEB604801;12660801;913DEC01;18924E01;FFFFFFFFEA019401;FFFFFFFFE7ED3C01;41878C01;FFFFFFFF36CE3301;FFFFFFFFA861D801;E8DAD901;37EFF01;5CEC3001;FFFFFFFFE51E6E01;67E1D801;FFFFFFFFF7A0F401;FFFFFFFF6C074201;FFFFFFFFE4BD6E01;4574001;FFFFFFFF7EF59F01;FFFFFFFFE36A23C1;29AD1001;4E4A901;3B729A01;FFFFFFFFFE62C001;BD676F01
FFFFFFFFDEB9B201;FAE4CD01;21351501;9B98C001;5DE00601;FFFFFFFFF5DBD641;FFFFFFFFDA9BAB01;FFFFFFFFF266FFC1;72C26001;FFFFFFFF88344A01;BCC0A01;FFFFFFFFD0897001;FFFFFFFF15911E01;3C9FE01;FFFFFFFF86FE9201;FFFFFFFFB738C401;FFFFFFFF48745401;FFFFFFFF3F5A4201;FFFFFFFF87FF0001;FFFFFFFF5CE2B601;FFFFFFFF64C8B901;FFFFFFFFBEB30601;7620001;27941001;FFFFFFFF9725CC01
65D2BC01;C7D73B01;1069D401;FFFFFFFF90CBC001;1AED6A01;FFFFFFFF3B07CE01;FFFFFFFFD6F66201;FFFFFFFF63553401;697A6301;A6F47701;940C01;FFFFFFFF925DDC01;84D62001;FFFFFFFFE6830501;51338C01;FFFFFFFF4CA12601;ACBFA101;FFFFFFFF732E1001;207FAC01;FFFFFFFFF8F89001;FFFFFFFF916C7201;6923C601;FFFFFFFFC9FB2201;66F57001;FFFFFFFF63AEA901
34ECC301;FFFFFFFF22822F01;991FD901;4B294501;27BA2001;FFFFFFFF86545601;FFFFFFFF74E52801;FFFFFFFFD2EDD801;C2585B01;FFFFFFFF3EF41A01;FFFFFFFFBC91C201;FFFFFFFFBFC58401;FFFFFFFF6B4D8701;FFFFFFFF765A0D01;FFFFFFFF38FCAD01;409DB601;FFFFFFFFE4A1FE01;FF07201;FFFFFFFFB8CD6801;FFFFFFFF1EE03601;5C391301;FFFFFFFFDFACDC01;73757001;FFFFFFFFB5448601;DF6BE901
FFFFFFFF9D97F601;FFFFFFFF65AAAA01;B8CC5701;408F5C01;1E348C01;FFFFFFFF9526B601;FFFFFFFF26E5E801;4E9E1601;8437F301;FFFFFFFFCBBCB001;FFFFFFFF88EC3801;7155F401;324B1A01;237B9F01;9C8C801;3C4CDF01;FFFFFFFFE704B801;FFFFFFFFD0557401;F6B90901;30DEEA01;79466C01;222AA01;FFFFFFFF48CB5901;15E37E01;FFFFFFFFC03EEA01
FFFFFFFF7004C301;1FC6F201;AFD8B601;FFFFFFFF0DD0D701;FFFFFFFF95450E01;FFFFFFFF999C3401;31501001;552F5201;17F49601;483F7501;FFFFFFFFAA49B001;FFFFFFFFB93E2401;FFFFFFFFC5498BC1;17690501;34EDE001;67446201;134FC901;FFFFFFFFFF22D901;FFFFFFFFD74A8D01;FFFFFFFFE00DCA41;82034601;FFFFFFFF8873F401;9C254601;11834401;FFFFFFFFC6A2BC01
FFFFFFFFE3C83001;FFFFFFFFEB126801;4B9EC201;393CB201;8ACBA901;FDD6E01;C5A91001;FFFFFFFFA58A6001;76A82C01;FFFFFFFFEB7ADA01;3D0F2E01;FFFFFFFFBDD96101;FFFFFFFFF5F02401;FFFFFFFF2DFEE801;1766A601;FFFFFFFFFE517601;6F598001;FFFFFFFFA4F39201;A24D201;FFFFFFFF69A65001;D71E8F01;FFFFFFFF6015AE01;4C73D601;B6197601;762B1401
FFFFFFFFB40BEE01;FFFFFFFF51450A01;FFFFFFFFE61F0C01;FFFFFFFFF14CDD01;FFFFFFFFEEC339C1;28919701;1BE72301;FFFFFFFF67234101;1251901;4674FF01;F846F101;68ED6C01;9A54DB01;FFFFFFFF5164F101;48905801;FFFFFFFFD45DB801;4EF7F801;110E01;125E7C01;FFFFFFFF1167F801;24C8001;FFFFFFFFC5E27801;55847201;46FC9601;FFFFFFFF6FA8EA01
86BFD301;FFFFFFFF8DB6F401;82D51801;FFFFFFFF3FEFA301;20DF5401;1CD2EF01;FFFFFFFFFDC39841;FFFFFFFF3BECA001;FFFFFFFF7E2CB801;FFFFFFFFF2E7A401;FFFFFFFFE85FC601;8298A001;558E01;FFFFFFFFC0BD9701;71595C01;1A3E6801;FFFFFFFF66F4C701;6F7E5C01;FFFFFFFFA3F2B001;FFFFFFFFF3CE4E01;5EF09401;FFFFFFFF0FF2E001;FFFFFFFFE0B6C401;FFFFFFFFE5FD5A41;FFFFFFFFEE274601
2542D401;AD397201;40E46A01;FFFFFFFF934D0601;FFFFFFFFEC93C201;FFFFFFFF5E888A01;FFFFFFFFE227E401;FFFFFFFFF7F4B001;FFFFFFFFF3DBD201;FFFFFFFF84DF1A01;FFFFFFFF33C8B801;1767B501;DE5EE901;24204C01;FFFFFFFF99BF3401;F505101;96A3FC01;FE858C01;FFFFFFFF9F50C401;2FD64301;F608D201;7938BC01;FFFFFFFFED34B001;207BF001;BB27F501
8AED5F01;FFFFFFFF7A3BED01;FFFFFFFFF3277E01;FFFFFFFFDFFA1501;CA284D01;CB022A01;1173D001;FFFFFFFFE33FD1C1;FFFFFFFFA5CC5701;FFFFFFFFDC923E01;3FEAC801;FFFFFFFF3FACE401;FFFFFFFF86F4D601;FFFFFFFFDB061E01;4FF53901;FFFFFFFFF4BD4A01;FFFFFFFF66961401;FFFFFFFFA32A7601;FFFFFFFF83F54C01;FFFFFFFFCA716401;24D47C01;9C0001;FFFFFFFFB489E001;75AA7401;FFFFFFFFDCDFF201
1F3B3801;236AD201;5080D601;B3C49001;FFFFFFFFE1EEE001;682401;1A393B01;49BAB401;FFFFFFFF76727801;FFFFFFFFF9526401;FFFFFFFFC96BCA01;51524E01;C9CD2301;F715FA01;A3342D01;FFFFFFFFE6418C01;FFFFFFFF7C2F1A01;B6453D01;FFFFFFFF96581E01;FFFFFFFFE8EF2A01;96F03B01;FFFFFFFFC9BAC001;FFFFFFFF1D2BB401;FFFFFFFFC673A5C1;1587D301
540B5E01;FFFFFFFF6B043301;2AA72901;963D3C01;FFFFFFFFABFDC601;A8D36201;FFFFFFFF67A86001;83A52E01;616EB801;FFFFFFFFC95F8801;FFFFFFFFDF5EAA01;65B1A201;FFFFFFFFDEEC6B01;4EE88201;FFFFFFFFFCCAAC01;53097801;1ED30401;5CF1AE01;51CB8001;5FD2BA01;14392A01;29C28E01;274A3B01;FFFFFFFF337EC201;FFFFFFFFC5F2CC01
FFFFFFFFDBCA2001;FFFFFFFFB7841C01;62747901;FFFFFFFF5CE78D01;FFFFFFFFF77B7801;FFFFFFFFDB87E001;20755401;697B7401;14225C01;78A26701;FFFFFFFFE1A39A01;472B3801;CA080D01;11FE901;FFFFFFFFFA7561C1;FFFFFFFFB06C0401;56130E01;7650201;95568201;1B7D6201;FFFFFFFFE721C501;7408DC01;2259B201;339FD201;28BFE401
15454501;FFFFFFFF7C9DA801;FFFFFFFFF61F0601;FFFFFFFFC06BEC01;69ED8C01;5CBE3001;FFFFFFFFA37F4C01;1F191801;A34B3F01;FFFFFFFFA90ABE01;B37B2F01;70FC2C01;3CA87201;FFFFFFFF7EF76E01;7732201;FFFFFFFF08E7B201;C2340301;FFFFFFFF17077401;FFFFFFFFB44E9601;FFFFFFFF53B01D01;FFFFFFFF3810B001;24B1AD01;A55E3001;59EE1801;FFFFFFFF5FE79301
FFFFFFFFD56A4D01;FFFFFFFFE30F3601;78699C01;CA934D01;3987E301;3DF4C601;FFFFFFFFA0498E01;59155401;FFFFFFFFDBFF3041;3ED22A01;943E5201;3BF43801;34E08501;63B59A01;6C9B7201;739E0001;FFFFFFFFFBD4C001;596E8401;14DFA401;FFFFFFFFCC13D001;FFFFFFFFD4719701;3C3D1E01;FFFFFFFF8453E201;A0EEA01;17AAFC01
FFFFFFFF88DC8801;2EEDBA01;FFFFFFFF70F3D501;FFFFFFFFB285A601;1B3EE801;FFFFFFFFE5B60401;C4BF001;FFFFFFFFC0E2F601;6013E001;A7EF5D01;FFFFFFFFC7352E01;FFFFFFFFBED4AE01;A560E001;FFFFFFFFE2AD8401;3D2D2601;21E5C601;43131601;FFFFFFFF0CDF5A01;FFFFFFFFF28A0DC1;FFFFFFFF69796301;FFFFFFFFBB650201;FFFFFFFF468D4E01;99116401;FFFFFFFF29997901;FFFFFFFFC72FD601
FFFFFFFFA7F99801;B9796701;264BCE01;FFFFFFFF924F1201;DD78EB01;50B12601;39E67201;FFFFFFFFD4579001;FFFFFFFFF164EA41;AF507701;FFFFFFFF9CDE8601;863BE001;FFFFFFFF97773601;84ADE801;FFFFFFFFAC23F501;FFFFFFFFF3C80C01;2012D201;FFFFFFFFD1F75DC1;FFFFFFFF289A2401;FFFFFFFF7909D401;FFFFFFFFE90E4A01;65AC1C01;FFFFFFFF8BF95201;F6576901;CD0E9F01
6DFF6001;6D704A01;89532101;66F4DC01;6D5F2A01;FFFFFFFFBB728801;1902ED01;A94CD901;55B1F201;FFFFFFFF4673B401;AAC0DC01;F96FD01;42071001;FFFFFFFFDB9C9F01;FFFFFFFFAD7B1001;FFFFFFFF63D18001;4B8E6001;DCFF7201;EB3EE501;678B2801;2836AA01;219D6801;5173F301;FFFFFFFFADED1601;FFFFFFFF7C477401
CAAAFE01;FFFFFFFFDEDE4201;16B35C01;30011801;FFFFFFFFD2DF0301;FFFFFFFF65619201;FFFFFFFF308F9001;70663001;FFFFFFFFA9A09301;73EFE401;FFFFFFFF07CB7401;29E75201;D5AC7E01;60E40A01;FFFFFFFF73031401;C817C01;22F4AB01;6A600A01;8932301;FFFFFFFFAE79A201;FFFFFFFFED233201;3F3AFD01;FFFFFFFFF1E84401;FFFFFFFF44EE5A01;FFFFFFFFE482E641
758EAD01;D317A701;4DFDB401;85472F01;FFFFFFFFAA822001;FFFFFFFF54F8C601;49298201;FFFFFFFFEDA197C1;FFFFFFFF5BEBAC01;FFFFFFFFC5C08C01;324C2601;23627A01;45640C01;FFFFFFFFD1A3CE41;FFFFFFFF92A86201;FFFFFFFFF3534E01;FFFFFFFF98274601;FFFFFFFF6E993401;AAC5BF01;38C4ED01;4A95E001;5ADE8601;4ACC3801;BCB1BD01;62B1F601
1D37CD01;FFFFFFFF8F654C01;FFFFFFFFDA4DE201;FFFFFFFFAF4B3401;24A0001;61F25E01;FFFFFFFF2F938B01;FFFFFFFFFD4F3801;FFFFFFFFEB35D001;49FA7C01;14F1C01;FFFFFFFFD2464FC1;B48C2101;2522B201;20AD801;FFFFFFFFFC14CE41;FFFFFFFFDFCBD401;FFFFFFFF90EC2C01;FFFFFFFF7FDCC701;FFFFFFFFD8C34801;FFFFFFFF6A8F8201;4F8E01;FFFFFFFFCD979201;FFFFFFFFE7A639C1;FFFFFFFFF3737841
FFFFFFFF9B984201;A590E201;FFFFFFFF29E3FC01;FFFFFFFFDF44C801;FFFFFFFFCBEC6001;FFFFFFFF6D013A01;8FF05101;FFFFFFFF9D022801;52AA3801;FFFFFFFFEDA22201;FFFFFFFF7AD98901;31630A01;A6D66501;4EC13201;52EB8601;FFFFFFFF6C3F7501;FFFFFFFFEBE9E3C1;A0F64101;49D4F801;C97E7001;FFFFFFFFD99A3C41;FFFFFFFFA36DC801;FFFFFFFFABA24401;7A91201;61BF3E01
49FCD601;FFFFFFFFEACFCA01;FFFFFFFF571B1C01;FFFFFFFFF5E60601;7D8D1401;FFFFFFFFE6E67F01;1979AE01;FFFFFFFF71B66501;2D3D5401;FFFFFFFFDA691601;39B03501;FFFFFFFF99C88801;1483D501;FFFFFFFFE8E9C201;B344F701;FFFFFFFFE0EDFC01;154EB301;FFFFFFFFD188CE01;FFFFFFFF9FA47201;FFFFFFFFF30D3201;E0B4801;35F40201;FFFFFFFFE53E5A01;FFFFFFFFBAE9CA01;FFFFFFFF91DACA01
FFFFFFFF145E1C01;E9AA5201;FFFFFFFFC1832C01;FFFFFFFFC6A9A601;FFFFFFFFFCCACE01;FFFFFFFF8F013801;FFFFFFFFE70FF601;2E19801;FFFFFFFFA9C17201;FFFFFFFFF25B6C01;F18FCD01;FFFFFFFFC1F90E01;FFFFFFFFEE61D641;3FCA4201;FFFFFFFF8BFDD201;CEB19E01;6D764301;FFFFFFFFAD04DE01;B0E2C001;FFFFFFFFBC19CC01;93FD5601;D3FCAD01;FFFFFFFFFE461401;FFFFFFFFCD7C2E01;3232FE01
FFFFFFFFF19A9201;FFFFFFFFF1646801;FFFFFFFFAA725601;FFFFFFFF7439A601;FFFFFFFF393E1A01;71925401;CE64801;13232601;FFFFFFFFD1B7B601;FFFFFFFF8B364601;4288C201;DA6A001;FFFFFFFF9AC2FE01;FFFFFFFF906DAC01;3C6ECB01;531FE401;7E16F001;FFFFFFFF0121BA01;FFFFFFFFDAF0C001;FFFFFFFF4E602401;FFFFFFFFBA7A5E01;6CCE4001;FFFFFFFFC32C8201;8BC1CB01;FFFFFFFF8C62BE01
2EB7601;FFFFFFFFBC17DC01;1D04FE01;FFFFFFFFEBDE0A01;FFFFFFFF67C34C01;FFFFFFFFCD323E01;FFFFFFFFC14D7BC1;9676FC01;5317FC01;2C10EA01;58365A01;AA95EE01;26835E01;525C0601;5FCE6E01;FFFFFFFF9767BA01;7091D001;4F55A401;7B7FBC01;2BE72801;BB8F1501;5909E601;FFFFFFFFB3013201;56050201;7DD0E001
8D195D01;18242501;6E28DE01;FEC0DF01;3DA88001;FFFFFFFF5992B401;6FFD9401;9E222901;1C593D01;FFFFFFFFCD396C01;FFFFFFFFF9913201;FFFFFFFFEC083001;34B12A01;FFFFFFFF90366E01;D8283D01;E7CA7B01;FFFFFFFFC4CAD601;C20A701;FFFFFFFFAAACAA01;FFFFFFFF7093AB01;626C4201;FFFFFFFF8432E801;5BCD9501;FFFFFFFFDBA96401;FFFFFFFFC987E601
556B3601;FFFFFFFFD0B4F001;148FE201;FFFFFFFF6EBA0401;26EAA601;3AEA1701;969D9001;99F9C401;FFFFFFFF84335201;FFFFFFFFC2C34101;FFFFFFFFC7704841;4D16C801;FFFFFFFF5F55EA01;FFFFFFFFCBC63401;45288801;FFFFFFFFDA31D601;FFFFFFFF9D1F9001;FFFFFFFFDCD4D001;FFFFFFFF10E37C01;FFFFFFFFDF9A9801;ADD9B001;FFFFFFFF74CA7501;FFFFFFFFFAAE1601;1DA8D001;F548B701
FFFFFFFF44F69B01;175EA001;FFFFFFFF74F8A301;56A0B501;3F046201;86334101;FFFFFFFF60E88A01;FFFFFFFFB1204201;EF955601;FFFFFFFFEBFA2D01;56F48401;FFFFFFFFB4343601;1ADE601;BDFB7A01;FFFFFFFFC1240C01;FFFFFFFF121EE801;7DD80401;FFFFFFFFBE652601;6A59EE01;E9C9601;288BBE01;7E9B7801;42316E01;FFFFFFFF8B3DFC01;A553701
385E7801;84EBF101;61012401;C078CD01;FFFFFFFF6657EF01;36E1F801;FFFFFFFFE66727C1;59400A01;57261C01;FFFFFFFFD5E47401;FFFFFFFFFC1A2601;88980601;D684A601;FFFFFFFF867A4E01;FFFFFFFF2F3A5E01;FFFFFFFF62C97401;89E42701;741A6801;FFFFFFFFB887B601;FFFFFFFF9C9F0401;5696601;FFFFFFFFD3228601;8D864C01;2DC72001;1BD3601
FFFFFFFF968DBA01;FFFFFFFFA132C601;FFFFFFFFE08DAC01;A5982C01;FFFFFFFF97706C01;FFFFFFFF701DC501;4783EF01;FFFFFFFF717DD401;BFD5801;FFFFFFFFF8A073C1;FFFFFFFFF5C7A201;FFFFFFFF3CD16A01;4C73A201;FFFFFFFFC7CCA9C1;5090E001;FFFFFFFFDDCA8A01;FFFFFFFFBB045901;886D8301;FFFFFFFF39907801;37F98601;4F2A4701;FFFFFFFFC9CE3201;FFFFFFFF458DC001;FFFFFFFFD7CAE601;B0184B01
FFFFFFFFFE510101;FFFFFFFF2B4C4901;FFFFFFFF6D919601;15946801;FFFFFFFFF1416801;22CA8A01;2C91D101;FFFFFFFFE4342201;FFFFFFFF47EC2401;19D5CF01;6C7AE801;FFFFFFFF753A1201;FBEC8701;9C82A01;FFFFFFFF4C3FD301;FFFFFFFFE73AFA01;ABF6601;FFFFFFFFDEB12A01;6605E001;FFFFFFFFCAC05C01;A171F401;28C88801;24AD8601;65E3C601;5D97EC01
6B4DCC01;FFFFFFFFD8D5E401;FFFFFFFF09146001;FFFFFFFFC14E3441;1FF7D001;FFFFFFFFDA7B7801;681A6801;68C79A01;FFFFFFFF17594A01;73FC9501;FFFFFFFF5B903501;6D7E7C01;39DE6401;FFFFFFFFC7E8A201;76F69001;6616C801;98CE5501;AFCC6801;180F6801;FFFFFFFFB9158201;71BB3401;FFFFFFFF6214B901;24FFB001;B60E001;5CD5A01
FDCA2A01;57493601;FFFFFFFF60048201;FFFFFFFFDB149901;274C401;FFFFFFFFE5627601;98BBFF01;E1A8A001;29F8B001;52275E01;25670A01;FFFFFFFFCC7CF401;587CDC01;842BA01;828F5D01;95B6801;FFFFFFFFFD9B6A01;FFFFFFFF0CAB7E01;FFFFFFFFB071D401;90097A01;246AD601;FFFFFFFF9E6DB801;FFFFFFFFA89F0401;BDC57401;FFFFFFFFBA1F8F01
FFFFFFFFBE160601;1C75D801;2316DA01;8721E01;FFFFFFFFEF427201;88DB7B01;FFFFFFFFA7D95401;EF656E01;FFFFFFFFAE614A01;FFFFFFFFBAC67E01;FFFFFFFF9CA4CE01;A443701;FFFFFFFF8807B201;FFFFFFFFDBA77001;FFFFFFFF4AF7A801;14D5A401;FFFFFFFF8989A401;DC7FDE01;B102D901;FFFFFFFF6AF9F801;52836C01;FFFFFFFFFD24F1C1;1D501701;9D357001;FFFFFFFF4E78D601
FFFFFFFF8EAFF801;FFFFFFFFE948A801;8FAE8F01;40258401;FFFFFFFFDD75F401;FFFFFFFFFA783E01;FFFFFFFFA3AF0601;FFFFFFFF69A1F601;FFFFFFFFD21F9201;1B71C001;16E7E001;FFFFFFFFB9307E01;FFFFFFFF84CAE601;FFFFFFFFB025BC01;A1D0FF01;A1EBFC01;2E2D7701;5C3ECC01;FFFFFFFF95B6B201;FFFFFFFF6DD6CF01;3E6E4C01;FFFFFFFFA5EF9801;FFFFFFFF4B3E5001;1E70A501;FFFFFFFFCAC7F301
FFFFFFFF3B4F6801;2C0F1C01;FFFFFFFF3B38A201;50305A01;FFFFFFFFEB7C7E01;633B01;FFFFFFFF7A052801;9A0D3401;72FC0001;FFFFFFFFD6495441;9E84101;E273C501;FFFFFFFF3F93AE01;6859401;FFFFFFFFA3CFDC01;FFFFFFFF48F8A401;1542C901;5CF85201;6B3BA201;351B2C01;FFFFFFFF9A47B601;FFFFFFFFBEAC8A01;FFFFFFFFA3AD1A01;482EF801;FFFFFFFF29F20401
FFFFFFFF27B56101;FFFFFFFFA75C2C01;FFFFFFFF92027601;FFFFFFFFACEEFC01;FFFFFFFF7CD93201;D0BE3501;FFFFFFFFDF1D5C01;85249001;E4D0001;FFFFFFFFD2284C01;FFFFFFFFDC70A401;D6428501;FD193A01;FFFFFFFFCAFDC901;85C7001;19A6DE01;FFFFFFFF8B3E7201;FFFFFFFFBC1AA401;FFFFFFFFB6356301;FFFFFFFF833A6401;68723A01;FFFFFFFFDE079201;FFFFFFFFE6B2E901;9F129201;6E26F601
568DDE01;FFFFFFFFD97CABC1;FFFFFFFFD22127C1;91D88801;FFFFFFFFAEC7D801;D177A001;FFFFFFFFA4032001;7C5FD001;FFFFFFFF876EC801;FFFFFFFFE2749801;FFFFFFFFBE871E01;FFFFFFFF71E05801;44668A01;FFFFFFFF199AC201;FFFFFFFF68EB5801;FFFFFFFFBC2CD201;600CB401;FFFFFFFF94406401;FFFFFFFFC27EEA01;20863201;140A01;1758E101;2D9A7401;FFFFFFFFEFAE7A01;8B1C1601
3CDA3A01;FFFFFFFFC0C02601;8BF69001;FFFFFFFF75641101;1F7A8801;4AD7FD01;3B23CA01;FFFFFFFFC3BE8C01;FFFFFFFF62814601;82F71F01;BE83D801;3AD2101;153B5201;3F618401;2F5AF801;FFFFFFFFC18303C1;FFFFFFFFFFD20601;C32DE801;61618601;27BA901;FFFFFFFFE6034E41;86D64601;FFFFFFFFFFBE9FC1;C2C49B01;FFFFFFFF92BC3E01
12CD1801;FFFFFFFF6B57A101;23AABF01;FFFFFFFFEFA37401;295B5F01;56136001;74832001;FFFFFFFFE9090E01;240FE601;FFFFFFFFC610FC01;57DC6401;72BBB801;FFFFFFFFACBFD201;FFFFFFFFA183E401;1712F201;FFFFFFFFBDCEAA01;FFFFFFFF8D80B001;DC957101;FFFFFFFFE9F36C01;FFFFFFFFAA1B3201;FFFFFFFFEEA1EE41;FFFFFFFFA8322001;FFFFFFFF812AE601;FFFFFFFF88C6D401;FFFFFFFFD43CA201
FFFFFFFFAF846E01;FFFFFFFFABF7AC01;FFFFFFFF2D61B601;FFFFFFFF81D22201;36594201;FFFFFFFF086C0C01;FFFFFFFFFE07FA01;75FEC401;FFFFFFFF6C696001;498C601;C0049B01;D3358801;FFFFFFFFF17269C1;FFFFFFFF458E4801;FFFFFFFFD2E12601;A1B4C01;FFFFFFFF6B851601;34169A01;FFFFFFFF81C13E01;AB904001;7639F001;AF74A01;1C8EC01;4E413801;FFFFFFFFF4A9F901
FFFFFFFFDA78EC41;FFFFFFFFE75D1E01;FFFFFFFFEE768801;21295201;3E4E7601;FFFFFFFF50A3E801;FFFFFFFFA9992401;FFD67401;FFFFFFFFBF6B1A01;FFFFFFFFB6CD1501;C8D2C01;FFFFFFFFF3DE9401;7DFDCC01;FD1F1301;FFFFFFFF41AE4401;8117DA01;4603CE01;FFFFFFFFFFA41A01;62919201;6AA08401;FFFFFFFFDF9D5401;FFFFFFFFF26795C1;FFFFFFFFB6C6B801;FFFFFFFFA461FE01;7241A401
FFFFFFFF6FF68D01;88A13C01;FFFFFFFFB2B88001;5BA7001;54481A01;A630A01;FFFFFFFFF8A33E01;38E38601;FFFFFFFFA90ED201;FFFFFFFFEBB81601;FFFFFFFFDB7E9001;FFFFFFFF8EECA301;5DB5DC01;87572901;FFFFFFFF2BBC7001;2FA2A301;AC71C501;FFFFFFFFD62E1201;FFFFFFFFBCAE7401;FFFFFFFFEAD0EE01;C3833001;7BC15C01;FFFFFFFFD9777001;FFFFFFFFC1E72301;FFFFFFFF543DA201
FFFFFFFF6191FA01;D51AB501;2D90B001;FFFFFFFFC158B401;AC31D301;6B846E01;5E8B801;94819D01;12854601;FFFFFFFFF8CC1A41;FFFFFFFFAAA9D001;FFFFFFFF5F9A3301;76978401;FFFFFFFFA0BC9A01;FFFFFFFFF02E2A41;AFB48301;FFFFFFFF783AB901;14BED001;FFFFFFFFF610CE01;FFFFFFFFF6CA9D01;2391D101;88012F01;432B1201;344CAA01;FFFFFFFFD32C5601
B91A9C01;FFFFFFFFE5475C01;FFFFFFFFDD3DE201;FA1DC401;1D61C801;10A99001;FFFFFFFFE3E03A01;9B4EBA01;FFFFFFFF7C52E701;FFFFFFFFEBAEAA01;FFFFFFFFF75C5D01;359F5601;FFFFFFFF55726101;4A620201;FFFFFFFFE426C7C1;507D8801;CA275001;FFFFFFFFD474BE01;FFFFFFFFA6067201;FFFFFFFF18C72E01;3AC86E01;FFFFFFFF46C62A01;FFFFFFFF9DAC2501;6F197001;FFFFFFFF8AD74E01
B8EBD601;3DDCA401;C173CE01;38AB2C01;787C4401;E1AA5B01;1328EF01;FFFFFFFFD23685C1;FFFFFFFFC7360001;FFFFFFFF8083C401;341D6801;C1290F01;FFFFFFFF073DCC01;FFFFFFFFB9A3A201;21869C01;FFFFFFFF3C5BDB01;8A5B0901;FFFFFFFFDCF45001;FFFFFFFFB701EC01;3D646A01;5E745801;7A777401;A7714F01;FFFFFFFFAE79BC01;2AC0F601
