c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
0.90146742929924628+0.37292859083922980j,0.92777605860538825+0.70240933713726261j,0.66801597493763776+0.62868860058417930j,0.31700838540946663+0.60834498783076241j,0.076469508698167238+0.61793811410886101j,0.89821405445606950+0.50454242382482806j,0.14154848457855199+0.12591859498204666j,0.46290345040466230+0.071496228723404526j,0.48770240156664607+0.26387015237890266j,0.76366789821152015+0.65626256064619626j,0.14866881428139683+0.064922357685118975j,0.97296130503607292+0.95375564278533009j,0.65811065535033253+0.82021155847142402j,0.34034203129311613+0.42462627687176302j,0.59499065651288408+0.43278516446553966j,0.95008862146992645+0.78461313838703250j,0.72790171758813915+0.66632998345328764j,0.61700304385519400+0.62841585763513352j,0.033273528715711924+0.20828325986120672j,0.52963441331820693+0.12608963051699942j
0.53086779551755647+0.97497151087623757j,0.52838572436607645+0.61199441413372879j,0.58613419477893225+0.71109056213996125j,0.75915647089867699+0.70910837886585343j,0.82227075840021058+0.46116859568251700j,0.19589638600647075+0.031370893896802254j,0.55047002192118644+0.59424966970049742j,0.51933766675353954+0.076771294011529378j,0.41684911559902738+0.23950847767210545j,0.32865321214102283+0.45160958421733821j,0.91358731391603021+0.88136063698476663j,0.20625950653667430+0.65866483467934100j,0.071070147231669267+0.68683711550252136j,0.54026491750148853+0.71488399233908217j,0.20124208699240187+0.15730150387185959j,0.87486875632956651+0.40076054030314284j,0.39569408848602128+0.12211038981535594j,0.62239560806361216+0.17413358753610131j,0.99639692236377586+0.51483486115977217j,0.23714707938837853+0.039419510565073333j
0.65414045546293997+0.95777351661154286j,0.81340806891195583+0.70891310519427564j,0.80790949551030233+0.087494095990898912j,0.92571959536809545+0.90533501419866103j,0.36832644478778642+0.37004738834408413j,0.12651386053938307+0.94276962947818188j,0.18038490430112747+0.89977534603369447j,0.33958089764433674+0.29213321294231426j,0.00059437102196809575+0.16400733261398159j,0.34005980608290159+0.12720614523278634j,0.59926795490913720+0.11246604545023915j,0.39394183432918706+0.10494729360589734j,0.20349573544093250+0.24830697109275102j,0.21776223998041333+0.31443548748596345j,0.56499849028180782+0.48243866069581548j,0.062331327376031580+0.72075929551596618j,0.40313772869608605+0.23853635428267955j,0.30081467589794014+0.15890700207422231j,0.26264484102130420+0.50820538597062959j,0.079342846173859005+0.77000637839107722j
0.69283754513188656+0.30444062355787105j,0.29226106817004716+0.84595675622407374j,0.0053004191492384322+0.53167952512984973j,0.84075247331706648+0.39160427371336221j,0.33758403812285598+0.69775383375076250j,0.16465946379865226+0.78723609536656403j,0.35364285207336810+0.16086428876661873j,0.89973276596389773+0.17850322563795998j,0.83004815390058306+0.80250188997604754j,0.14874455781806575+0.45000463409833236j,0.47265103188126145+0.49841238994386561j,0.24295930035949662+0.41355919379393091j,0.50771721087208055+0.36709430078184885j,0.30134594981298057+0.42562577974898247j,0.25733711285221089+0.68433218550320385j,0.34837750280838747+0.88185314832139472j,0.86170411214458098+0.54119136370777321j,0.46808352078641635+0.69408521707972537j,0.59535994362346489+0.33385710435819460j,0.60734285629547213+0.19927574179062488j
0.37965437968756099+0.79983107279317345j,0.99015390880549237+0.34111655223877424j,0.74591569993776796+0.51136983300858807j,0.90475681512817996+0.53313876796364457j,0.77979598766316449+0.54036209077144759j,0.37003415937204936+0.42820222833994198j,0.17907459531973108+0.62728633373944820j,0.98380552214731698+0.055500894653413353j,0.12674818410239885+0.41592087473407041j,0.82453131353722797+0.080001401156242352j,0.93972423760060042+0.22757363707933490j,0.65935191793595915+0.60508254097402714j,0.59185107252902291+0.23217712376967747j,0.64462592769097582+0.30954699884704012j,0.62315199150141165+0.97898749272056518j,0.85903990595526447+0.44080794857287486j,0.22509499598903288+0.42110514165551177j,0.96709184497725342+0.10681315561715410j,0.49502749604980228+0.60981912623840528j,0.68402371189650735+0.24467533444864786j
0.64369207700426867+0.73538410407847055j,0.80544744779496902+0.76655610564968812j,0.49014416554116269+0.22768304606576353j,0.83504896004645057+0.78960192907422810j,0.64886056732067154+0.29134562507475581j,0.087023372015443745+0.055166425038662689j,0.61547639561607081+0.58211303571220741j,0.28617449632139458+0.61717388148409191j,0.70205799568208238+0.57462055927270328j,0.81688994841447193+0.33492061145056529j,0.93208099912241138+0.15212906754155181j,0.28079589682987427+0.91219600641012966j,0.38881462628452179+0.83680774091214616j,0.90002010739487837+0.66212076613691739j,0.64678323081534905+0.96504619486114118j,0.41864700642646929+0.36399342722233374j,0.69517644405830403+0.18167445410151398j,0.12625463061576853+0.91708346454058332j,0.19186744201403658+0.38642787507100390j,0.47805483715360009+0.026073413070403038j
0.86365602743381564+0.46025690348904336j,0.0065117141015341830+0.18009626926303940j,0.98521214478790209+0.19140887598961295j,0.58048161787024466+0.64418534317787335j,0.74836114543056775+0.59656236353693448j,0.91006456518335455+0.48334614331108522j,0.45621666814126766+0.046537402530982631j,0.38344232765612946+0.45442129188487673j,0.95789756598942399+0.21973113980011361j,0.82194281083770815+0.95472538571416110j,0.51387984570105782+0.37338538409106248j,0.60546684286775021+0.97953294928199441j,0.17548332080062548+0.46474474133146043j,0.30402239544405707+0.13014562617166792j,0.55176476244814809+0.21638734331024961j,0.87543817675311175+0.14854150294606905j,0.067005296095949546+0.69243391782831398j,0.40893574234076607+0.12214839662546906j,0.26717702937780241+0.67788561834966510j,0.80407248406957732+0.73536114464779112j
0.84803110551212002+0.73921497856884733j,0.83830866276111116+0.61399812027338774j,0.82387032407753824+0.84206116040013501j,0.38692976762029740+0.74177106332524545j,0.91497336689975683+0.58952172152201820j,0.49300924591058110+0.98535461619269948j,0.50518331301425556+0.99081456950830027j,0.69001423690989949+0.46043983667035782j,0.029418410500774518+0.97472050732525017j,0.95260677438768171+0.57106521937090027j,0.83215107942597855+0.60516127824723065j,0.75851356818976345+0.96724391785251385j,0.81081795409299551+0.95640382789742262j,0.58764524010468411+0.50624475070778352j,0.082749409616784869+0.47741225435400358j,0.51114326550028066+0.53332512794650788j,0.58232028665823021+0.33801603770412586j,0.99139100837904559+0.027580715410579319j,0.28185640646041993+0.16592412213960181j,0.99517342429130184+0.89317791905259680j
0.59368006534073636+0.29333238579949900j,0.21718747097111032+0.65124905824482771j,0.069037009434842270+0.86231048605236582j,0.088479753826176136+0.29641493977758504j,0.26804927167677645+0.093597570879288536j,0.084859974315901032+0.25215874492819057j,0.98090276093069950+0.19082354485057318j,0.18187515598693280+0.035507760484777155j,0.83255423780861615+0.89807785504339910j,0.73373127978628294+0.074611529867155343j,0.20550069840045576+0.19138064853258166j,0.82734787339557225+0.95033872908856154j,0.92210367293041584+0.96767506294528771j,0.24565686466211101+0.45299243950487833j,0.23101485317398865+0.80898934964281100j,0.66274802867955507+0.71452844363400458j,0.027042245165719986+0.38677884073751040j,0.12880701662441524+0.68049060266544026j,0.067190276324363987+0.13667569943584215j,0.38831915194500527+0.87084443076596263j
0.20993742991456790+0.76923032867935237j,0.48765145076921734+0.56729443847202921j,0.99896467659249588+0.21730676734404372j,0.34654341193669874+0.66453298576423014j,0.043194668214557044+0.038907919222103883j,0.85973256317771229+0.77600992608854569j,0.083955217216253791+0.47582791393872848j,0.85493388523784308+0.90348508944559314j,0.33237499103502965+0.89202041170640434j,0.53206580096184775+0.73147575332570625j,0.94880565006680606+0.40412180793953684j,0.74633352478889115+0.76798058919531609j,0.63148773912175327+0.18327654412878000j,0.95132546632674553+0.87665536790886078j,0.36902783735066863+0.70571967958759974j,0.65849283056887231+0.36845101477500736j,0.29909083499699818+0.74176726539163584j,0.37920207354807045+0.56675272722448189j,0.54891675555050456+0.70589131303166908j,0.30121765360399116+0.96169467910381201j
0.59560014895443347+0.075834840278123081j,0.92028559428838619+0.71958511004444736j,0.40994550979014793+0.63158673778403085j,0.85079490687584658+0.32539253852253985j,0.52051931956975717+0.69593903382998656j,0.62118994668179317+0.31702139971163945j,0.41829594809336296+0.26966863308187233j,0.23707479944050169+0.18401992769990724j,0.10745413933582668+0.68213655053712607j,0.20604775357714769+0.33042107293651896j,0.91294619468991767+0.38633617797800035j,0.99138633546784249+0.51277489940908938j,0.28697835765460467+0.27108715523146421j,0.16710968790777156+0.13966096186599747j,0.98501269366875044+0.56327694928205496j,0.025372561605958095+0.033352316280336462j,0.068113635196191583+0.98882314471991872j,0.85590839886675130+0.69310681704155941j,0.89408716279892486+0.74307332148832694j,0.93159582241701000+0.74397386807844768j
0.95203257301951039+0.43790227930140302j,0.098300919567969505+0.45846448138797607j,0.73633347153120765+0.41422267221329984j,0.15837381056592484+0.56609795574020771j,0.88746541106819921+0.10128652565616847j,0.30686501510605446+0.78342795027018175j,0.69267609616623504+0.42974056188387139j,0.28393985663302551+0.041450944507182626j,0.57351839623835921+0.22516944964388491j,0.97228307446653817+0.91033920337391472j,0.42354182759348935+0.55252483578613432j,0.46037709439734509+0.47252868123582370j,0.50173677720484500+0.20028016624218470j,0.74234429332393304+0.19917084692489409j,0.38670865952513850+0.85700578142213069j,0.14265343226750435+0.25938046912073098j,0.65496235232418265+0.67776764864579175j,0.33565084940303153+0.82639319833527236j,0.34865062527139745+0.28713457724379277j,0.85467711307460015+0.38680301694118174j
0.93459206048414167+0.57685177495349127j,0.77045681396910259+0.75984675231714294j,0.19754283772368933+0.97314641099304000j,0.30987313452140197+0.50484660496560818j,0.86155742277967617+0.43810130014950810j,0.076960077761489096+0.087998653519845177j,0.073863342068336793+0.013028384702006655j,0.98612504350981878+0.62603549063811725j,0.26335779548874660+0.035103354129840128j,0.61603522876416883+0.68265694939803223j,0.52747679820075888+0.96296579616707212j,0.91257972669288179+0.46606721292050141j,0.83212842174382518+0.13043075943673682j,0.95654194536901138+0.20668723088149621j,0.98304448954704093+0.51298284512178027j,0.55778779015501945+0.34067308621351183j,0.11763445008496183+0.063497386592103910j,0.84823269820761671+0.74920983411503617j,0.96728616544013835+0.12074266852025237j,0.088032131308098685+0.30630246644639797j
0.069617288148714790+0.26845740751311115j,0.88635467940016832+0.16875435986747958j,0.76291128054608381+0.49783709147765798j,0.29037856575202980+0.092562134316089104j,0.21544610863221730+0.98948404663528300j,0.92711959909888075+0.36384809898542558j,0.94297267829658160+0.24122368241847120j,0.028882118619503433+0.35528220245567416j,0.84646059663460915+0.20336304385487822j,0.98079169279303846+0.43785386123581616j,0.76731198151666447+0.13289004904015622j,0.093939302947763509+0.014599633980993567j,0.93424278889346546+0.71334519732479873j,0.68061904369509585+0.22999456597004883j,0.45666860361435885+0.75198769193093784j,0.089241843477616226+0.30371978916981296j,0.47606791577570645+0.050838666651996989j,0.34295357118875353+0.55650521270136377j,0.51764746336267897+0.33312643147806881j,0.73491247997971143+0.65946317326946502j
0.35613724276035286+0.33978817466739258j,0.98872427504582294+0.66022196650452181j,0.11088965527043688+0.35369793002694960j,0.19759060153514160+0.59796030252549015j,0.31790740928711764+0.85803456089130326j,0.96323192346594733+0.32956568711115142j,0.86634094437536624+0.28792710577780511j,0.24773963776317803+0.91338155075787930j,0.44772049926977631+0.58278004570691910j,0.074159383449492633+0.50631849283216046j,0.15437334455630444+0.28656474936660492j,0.36057183269811993+0.091083242437837275j,0.85929584924138314+0.55934067282078548j,0.53152259633849297+0.87560650865852341j,0.73837933771416564+0.51300287042057224j,0.34661321084113855+0.94086488893884768j,0.85766988289632662+0.42242531194637983j,0.19618645993799355+0.069008608751805242j,0.40116824167747928+0.61966028840798970j,0.60288727853699409+0.35856171766190997j
0.38937870603855157+0.24253373388916549j,0.63514090235669818+0.41911435435745786j,0.44382068222610099+0.78519307251153880j,0.26228559403413643+0.79676832711571099j,0.66895410132645428+0.40328781738852276j,0.64978699070955226+0.31959624456506197j,0.30797224965767928+0.46407881120531680j,0.72072590620336074+0.49875781610347897j,0.57192797009547935+0.70784602741101255j,0.059981381566457999+0.047603569015070409j,0.84837533119688713+0.0029287460488003686j,0.63785961513317402+0.0090096866552826609j,0.84495404447479650+0.24931231569105097j,0.15412512565992539+0.78535731125407293j,0.37885287646320315+0.89704362826827189j,0.88633911094573359+0.74308978727209785j,0.31835012373503258+0.59336729693981716j,0.45287113426907194+0.83404942038198804j,0.86540151692886147+0.50192501799372224j,0.78039224088813042+0.13905154532724096j
0.75852024344458124+0.56008075718156147j,0.58384143916262310+0.85436535003643999j,0.92761320846486772+0.62718550968485209j,0.55101619141007485+0.97748898905076076j,0.34734726069705357+0.43382569303511737j,0.34976999728495639+0.84008215247047102j,0.46102417734780027+0.012821301859715303j,0.72072709829630344+0.019078432871804905j,0.68856516551600588+0.89107729063442254j,0.53453578121752432+0.40314820095319082j,0.17921519476607944+0.64679323042622849j,0.35700373181389444+0.85007012787086755j,0.52103486949948674+0.11300322348497506j,0.049677529941587632+0.19151928754483286j,0.36431841876686738+0.22262490863125597j,0.75220336482733618+0.088897317441306828j,0.37552005328200894+0.40041881754789399j,0.76699640750637810+0.83069376722395727j,0.68627535148216501+0.77347448083820169j,0.44735901058908273+0.98549005238648979j
0.50958967176970094+0.10768370290897521j,0.74669424186880107+0.040975881499680573j,0.32949666446410819+0.72309826429157953j,0.86570157836406980+0.61586523910450874j,0.14649376852995236+0.054426316929160015j,0.86825859118345028+0.60671055203787716j,0.41638943897238956+0.96002292940483658j,0.66699707493872773+0.64785790027487966j,0.70006716042091399+0.64329258663573630j,0.34947139011000594+0.67373372114606356j,0.23328629221270505+0.069863440440218957j,0.53688722971613156+0.38999662788105743j,0.87882490628404231+0.60062964356202497j,0.86172402521899827+0.39663246214099113j,0.78288562109008175+0.13352945137303451j,0.50793742117224194+0.87317136685343577j,0.70008542086335723+0.48442551688112639j,0.77334005512944481+0.60026488733594907j,0.15694288878708373+0.67184233763562318j,0.67856900658382224+0.13417155826677654j
0.018459568530816234+0.99880080898202228j,0.025815483738815415+0.91502707022116381j,0.00051471732731488097+0.080685578220651394j,0.069800350783872186+0.58266044805112094j,0.64429546602308374+0.37780444888089620j,0.45715438661078034+0.57378920855563142j,0.73249787570085201+0.61368918007406292j,0.95747456903817796+0.81645746407978281j,0.38193206231306476+0.13687293586982366j,0.77119151109423256+0.34745048057906763j,0.51154733331944846+0.55234305651353555j,0.52113869939781132+0.11783157522589126j,0.11270783263266333+0.39848197198983559j,0.48208252060087964+0.34452679673432196j,0.44304844348650230+0.83768428033364950j,0.10588663443939922+0.12341113737316158j,0.0075920487965103773+0.93079336598395934j,0.46791545011699726+0.78313991360687152j,0.86522430858763977+0.33327485356869230j,0.36760419106406844+0.83641240936473538j
